case,tx_id,group_id,segment_index,group_segments,tx_time_ns,arrival_ns,sender,receiver,kind,app_source,app_id,hop_seq,ack_bits,dack_bits,decision,reason,boundary_distance_ns
ok,117,127,1,1,8305961028,8328042028,1,5,ACK,0,0,49,562949953421311,0,pass,none,-1
ok,118,128,1,1,8344961028,8367042028,1,5,ACK,0,0,49,562949953421311,0,pass,none,-1
ok,119,129,1,1,9139000028,9161501028,5,1,DATA,5,29,50,0,0,pass,none,-1
ok,120,130,1,1,9189961028,9212042028,1,5,ACK,0,0,50,1125899906842623,0,pass,none,-1
ok,121,131,1,1,9228961028,9251042028,1,5,ACK,0,0,50,1125899906842623,0,pass,none,-1
ok,122,132,1,1,9267961028,9290042028,1,5,ACK,0,0,50,1125899906842623,0,pass,none,-1
ok,123,133,1,1,9306961028,9329042028,1,5,ACK,0,0,50,1125899906842623,0,pass,none,-1
ok,124,134,1,1,9345961028,9368042028,1,5,ACK,0,0,50,1125899906842623,0,pass,none,-1
ok,125,135,1,1,10140000028,10162501028,5,1,DATA,5,30,51,0,0,pass,none,-1
ok,126,136,1,1,10190961028,10213042028,1,5,ACK,0,0,51,2251799813685247,0,pass,none,-1
ok,127,137,1,1,10229961028,10252042028,1,5,ACK,0,0,51,2251799813685247,0,pass,none,-1
ok,128,138,1,1,10268961028,10291042028,1,5,ACK,0,0,51,2251799813685247,0,pass,none,-1
ok,129,139,1,1,10307961028,10330042028,1,5,ACK,0,0,51,2251799813685247,0,pass,none,-1
ok,130,140,1,1,10346961028,10369042028,1,5,ACK,0,0,51,2251799813685247,0,pass,none,-1
ok,131,141,1,1,11141000028,11163501028,5,1,DATA,5,31,52,0,0,pass,none,-1
ok,132,142,1,1,11191961028,11214042028,1,5,ACK,0,0,52,4503599627370495,0,pass,none,-1
ok,133,143,1,1,11230961028,11253042028,1,5,ACK,0,0,52,4503599627370495,0,pass,none,-1
ok,134,144,1,1,11269961028,11292042028,1,5,ACK,0,0,52,4503599627370495,0,pass,none,-1
ok,135,145,1,1,11308961028,11331042028,1,5,ACK,0,0,52,4503599627370495,0,pass,none,-1
ok,136,146,1,1,11347961028,11370042028,1,5,ACK,0,0,52,4503599627370495,0,pass,none,-1
ok,137,147,1,1,12142000028,12164501028,5,1,DATA,5,32,53,0,0,pass,none,-1
ok,138,148,1,1,12192961028,12215042028,1,5,ACK,0,0,53,9007199254740991,0,pass,none,-1
ok,139,149,1,1,12231961028,12254042028,1,5,ACK,0,0,53,9007199254740991,0,pass,none,-1
ok,140,150,1,1,12270961028,12293042028,1,5,ACK,0,0,53,9007199254740991,0,pass,none,-1
ok,141,151,1,1,12309961028,12332042028,1,5,ACK,0,0,53,9007199254740991,0,pass,none,-1
ok,142,152,1,1,12348961028,12371042028,1,5,ACK,0,0,53,9007199254740991,0,pass,none,-1
ok,143,153,1,1,13143000028,13165501028,5,1,DATA,5,33,54,0,0,pass,none,-1
ok,144,154,1,1,13193961028,13216042028,1,5,ACK,0,0,54,18014398509481983,0,pass,none,-1
ok,145,155,1,1,13232961028,13255042028,1,5,ACK,0,0,54,18014398509481983,0,pass,none,-1
ok,146,156,1,1,13271961028,13294042028,1,5,ACK,0,0,54,18014398509481983,0,pass,none,-1
ok,147,157,1,1,13310961028,13333042028,1,5,ACK,0,0,54,18014398509481983,0,pass,none,-1
ok,148,158,1,1,13349961028,13372042028,1,5,ACK,0,0,54,18014398509481983,0,pass,none,-1
