case,order,time_ns,event,node,peer,app_source,app_id,hop_seq,ack_bits,dack_bits,mac_state,ack_queue,data_queue,prep,counter,opportunity,advertised,hop_pending,neighbor_outstanding,neighbor_threshold,resend_queue,admitted,rate_kbps,power_dbm
track,232,853042028,wake,3,1,0,0,0,0,0,1,0,1,1,1,9,1,1,1,0,1,2,0,0
track,233,853042028,offer,3,1,3,3,0,0,0,1,0,1,1,1,9,1,1,1,0,1,2,0,0
track,234,853042028,blocked,3,1,3,3,0,0,0,1,0,1,1,1,9,1,1,1,0,1,2,0,0
track,235,860000000,offer,2,1,2,4,0,0,0,1,0,1,1,3,3,7,1,1,0,1,3,0,0
track,236,860000000,blocked,2,1,2,4,0,0,0,1,0,1,1,3,3,7,1,1,0,1,3,0,0
track,237,860000000,offer,3,1,3,3,0,0,0,1,0,1,1,0,9,1,1,1,0,1,2,0,0
track,238,860000000,blocked,3,1,3,3,0,0,0,1,0,1,1,0,9,1,1,1,0,1,2,0,0
track,239,867501000,tx_start,1,2,0,0,2,3,0,3,2,0,0,1,1,1,0,0,0,0,0,128,33
track,240,867501000,tx_start,1,3,0,0,1,1,0,3,2,0,0,1,1,1,0,0,0,0,0,128,33
track,241,871000000,tx_start,3,1,3,2,2,0,0,3,0,1,0,1,9,1,1,1,0,1,2,128,33
track,242,880000000,offer,2,1,2,4,0,0,0,1,0,1,1,2,3,7,1,1,0,1,3,0,0
